N°,client,consultation_id,intitule_projet,lien,Selection
,"Commissariat régional de la femme, de la famille et de l’enfance de Nabeul",S20250605705,Achat de médicaments à l &apos; intention de la délégation régionale de Nabil et des établissements d &apos; accueil pour enfants,https://www.tuneps.tn/portail/consultations/consultationdetails/240557/S20250605705,0
,Gouvernorat de Gafsa,20250501293,"Travaux d &apos; installation du réseau électrique du restaurant universitaire, fils d &apos; Adra dans une cage",https://www.tuneps.tn/portail/offres/details/88069/20250501293,0
,Commune d’Ariana,S20250605945,شراء قطع الغيار اللازمة لإصلاح المراجل في الغرفة المشمولة بـ عزيز تج أريانا,https://www.tuneps.tn/portail/consultations/consultationdetails/240840/S20250605945,0
,Hôpital Charles Nicolle de Tunis,S20250700252,الخدمات التعاقدية لمدة سنة واحدة,https://www.tuneps.tn/portail/consultations/consultationdetails/241267/S20250700252,0
,Hôpital Charles Nicolle de Tunis,S20250605105,إخلاء المستشفى من نفايات الاشجار والعشب,https://www.tuneps.tn/portail/consultations/consultationdetails/239904/S20250605105,0
,AMILITAIRE - Académie Militaire,S20250202718,شركة Ecran LED 4m* 3m,http://www.tunisurf.com/v3/?mod=6013&aoid=495198&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commune de Moknine,S20250606048,توفير ألواح تبريد من التبخر في عُش النحل لمبردات الهواء الصناعي,https://www.tuneps.tn/portail/consultations/consultationdetails/240953/S20250606048,0
,Société Tunisienne des Marchés de Gros,S20250605819,تركيب ونفاذ جميع أنواع الـ 000 000 12 بطن/طن من الـ 000 12,https://www.tuneps.tn/portail/consultations/consultationdetails/240693/S20250605819,0
,Commissariat régionale de la femme famille enfance et  de seniors de Médenine,20250613228,التزود بالمواد الغذائية للمرة الثالثة لفائدة مركز اصطياف وترفيه الأطفال بجرجيس,https://www.tuneps.tn/portail/offres/details/94692/20250613228,0
,Institut Supérieur des Etudes Technologiques de Mahdia,S20250605844,Formation en énergie renouvelable et installations photovoltaïques raccordées au réseau BT,https://www.tuneps.tn/portail/consultations/consultationdetails/240722/S20250605844,0
,Ecole Supérieure des Sciences et Techniques de la Santé de Sfax,S20250504399,Imprimante Code à Barre,https://www.tuneps.tn/portail/consultations/consultationdetails/231640/S20250504399,0
,Institut Préparatoire aux Etudes d’Ingénieurs de Monastir,S20250605237,toner,https://www.tuneps.tn/portail/consultations/consultationdetails/240050/S20250605237,0
,"Ministère de l’Equipement, l’habitat et l’aménagement du territoire",S20250605865,vidange voiture de service N°13-146810,https://www.tuneps.tn/portail/consultations/consultationdetails/240744/S20250605865,0
,Commissariat régional de l’éducation de Kébili,S20250604944,استشارة اقتناء مجموعة من أعلام الجمهورية التونسية لفائدة المؤسسات التربوية الراجعة بالنظر للمندوبية الجهوية للتربية بقبلي لسنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/239732/S20250604944,0
,Ministère des Affaires Etrangères,20250613644,"choix des concepteurs  (bureaux études et ou ingénieurs conseils ) pour missions d étude / direction/contrôle de l exécution 
des travaux de construction d un espace pour bureau de légalisation de signature ; un hangar ,et un dépôt",https://www.tuneps.tn/portail/offres/details/94966/20250613644,0
,MUNDENDEN - Municipalité de Denden,S20250202636,ACHAT DE FOURNITURES DE BUREAU,http://www.tunisurf.com/v3/?mod=6013&aoid=495021&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Faculté des Sciences de Monastir,S20250605443,SWITCHEURS,https://www.tuneps.tn/portail/consultations/consultationdetails/240280/S20250605443,0
,Commissariat régional de l’éducation de Ben Arous,S20250505025,استشارة عدد 29-2025 للمرة الثانية تتعلق باقتناء خدمة الإرساليات القصيرة 'SMS TEXTE ',https://www.tuneps.tn/portail/consultations/consultationdetails/232444/S20250505025,0
,Commissariat régionale de la femme famille enfance et  de seniors de Médenine,20250613228,Fourniture de nourriture pour la troisième fois au centre de loisirs et de loisirs pour enfants de Gregis,https://www.tuneps.tn/portail/offres/details/94692/20250613228,0
,Institut Supérieur des Etudes Technologiques de Mahdia,S20250605844,باء - بناء القدرة المتجددة والمرافق ذات النطاقات الفلطائية الضوئية المرتبطة بشبكة تكنولوجيا الاتصالات,https://www.tuneps.tn/portail/consultations/consultationdetails/240722/S20250605844,0
,Ecole Supérieure des Sciences et Techniques de la Santé de Sfax,S20250504399,اطبع طابعة رمز القانون لـ Barar Bary,https://www.tuneps.tn/portail/consultations/consultationdetails/231640/S20250504399,0
,Institut Préparatoire aux Etudes d’Ingénieurs de Monastir,S20250605237,ما هو معن,https://www.tuneps.tn/portail/consultations/consultationdetails/240050/S20250605237,0
,"Ministère de l’Equipement, l’habitat et l’aménagement du territoire",S20250605865,سيارة الخدمة رقم 131414686810,https://www.tuneps.tn/portail/consultations/consultationdetails/240744/S20250605865,0
,Commissariat régional de l’éducation de Kébili,S20250604944,"Consultation sur l &apos; acquisition d &apos; une collection de drapeaux de la République tunisienne à l &apos; intention des établissements d &apos; enseignement de référence, compte tenu de la délégation régionale d &apos; éducation tribale de 2025",https://www.tuneps.tn/portail/consultations/consultationdetails/239732/S20250604944,0
,Ministère des Affaires Etrangères,20250613644,إعداد مجموعة مختارة من المصممين (المكاتب الهندسية والاستشارية/المهندسين الاستشاريين) لبعثات الاستعراض/التوجيه/الإشراف على تنفيذ تشييد حيز لمكتب التصديق على التوقيع؛ حظيرة واحدة، وودائع واحدة.,https://www.tuneps.tn/portail/offres/details/94966/20250613644,0
,MUNDENDEN - Municipalité de Denden,S20250202636,مشتريات مكتب الأمم المتحدة في نيويورك,http://www.tunisurf.com/v3/?mod=6013&aoid=495021&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Faculté des Sciences de Monastir,S20250605443,"""مُشاهِدِين""",https://www.tuneps.tn/portail/consultations/consultationdetails/240280/S20250605443,0
,Commissariat régional de l’éducation de Ben Arous,S20250505025,La deuxième consultation du numéro 29-2025 concerne l'acquisition du service SMS TEXTE.,https://www.tuneps.tn/portail/consultations/consultationdetails/232444/S20250505025,0
,Régie des Sondages Hydrauliques (RSH),S20250606035,Consultation N°24/2025: Acquisition des matelas en mousse,https://www.tuneps.tn/portail/consultations/consultationdetails/240940/S20250606035,0
,Hôpital Militaire Principal d’Instruction de Tunis,20250614243,إقتناء وتركيب وتشغيل تجهيزات طبية وأثاث طبي,https://www.tuneps.tn/portail/offres/details/95479/20250614243,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Tozeur",S20250504424,إستشارة تتعلق باقتناء آلات طباعة لفائدة الإدارة الجهوية للتجهيز والإسكان بتوزر بعنوان سنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/231671/S20250504424,0
,Commune de Hammamet,S20250605369,la construction d'une cloture en fer forgé sis en fer forgé sis à l'espace du yasmina,https://www.tuneps.tn/portail/consultations/consultationdetails/240196/S20250605369,0
,Faculté de Pharmacie de Monastir,S20250605949,Amorces/taqman,https://www.tuneps.tn/portail/consultations/consultationdetails/240844/S20250605949,0
,Hôpital chebba,S20250700279,acquisition scanner à plat,https://www.tuneps.tn/portail/consultations/consultationdetails/241297/S20250700279,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250614252,A.O.N. Ouvert n°071/25 pour l'exécution de l’ensemble des travaux d’entretien et maintenance ainsi que les réparations éventuelles des débitmètres au niveau des sites de distribution et de production de la SONEDE sur tout le territoire tunisien,https://www.tuneps.tn/portail/offres/details/95509/20250614252,0
,Agence Tunisienne de Solidarité,S20250605584,consultation 25/2025 acquisition compteuse de billet,https://www.tuneps.tn/portail/consultations/consultationdetails/240431/S20250605584,0
,Direction régionale de la santé de Monastir,S20250605879,Revêtement HPL Local Scanner à l'Hôpital Régional de Moknine,https://www.tuneps.tn/portail/consultations/consultationdetails/240759/S20250605879,0
,Ecole Technique de l’armée de terre,S20250605607,salon pour salle d'honneur,https://www.tuneps.tn/portail/consultations/consultationdetails/240454/S20250605607,0
,Régie des Sondages Hydrauliques (RSH),S20250606035,المشاورة رقم 24/2025: حيازة فرش الرغوة,https://www.tuneps.tn/portail/consultations/consultationdetails/240940/S20250606035,0
,Hôpital Militaire Principal d’Instruction de Tunis,20250614243,"Achat, installation et exploitation d &apos; équipements et de mobilier médicaux",https://www.tuneps.tn/portail/offres/details/95479/20250614243,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Tozeur",S20250504424,"Consultation sur l &apos; acquisition de machines d &apos; impression pour l &apos; administration régionale de l &apos; équipement et du logement de Tuzer, en 2025",https://www.tuneps.tn/portail/consultations/consultationdetails/231671/S20250504424,0
,Commune de Hammamet,S20250605369,بناء خلية حديدية مصنوعة من الحديد المُصَوَّرة من الحديد المُصَكّة من الحديد المُصَكّة من حيث الفضاء الياسمينا,https://www.tuneps.tn/portail/consultations/consultationdetails/240196/S20250605369,0
,Faculté de Pharmacie de Monastir,S20250605949,المحبة/تاكمان,https://www.tuneps.tn/portail/consultations/consultationdetails/240844/S20250605949,0
,Hôpital chebba,S20250700279,تقديم الدعم المقدم عن طريق الاقتناء عن بعد,https://www.tuneps.tn/portail/consultations/consultationdetails/241297/S20250700279,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250614252,أ. ن. فتح رقم 0711/25/25 لتنفيذ جميع أعمال الصيانة والصيانة وكذلك الإصلاحات الممكنة لمعدّلات القياس على مستوى مواقع التوزيع والإنتاج التابعة للمؤسسة في جميع أنحاء الأراضي التونسية,https://www.tuneps.tn/portail/offres/details/95509/20250614252,0
,Agence Tunisienne de Solidarité,S20250605584,25/2025 شراء وحدة حساب القيمة,https://www.tuneps.tn/portail/consultations/consultationdetails/240431/S20250605584,0
,Direction régionale de la santé de Monastir,S20250605879,في مستشفى موكنين الإقليمي,https://www.tuneps.tn/portail/consultations/consultationdetails/240759/S20250605879,0
,Ecole Technique de l’armée de terre,S20250605607,صالة الشرف,https://www.tuneps.tn/portail/consultations/consultationdetails/240454/S20250605607,0
,Commissariat Régional au Développement Agricole de l’Ariana,S20250700239,إقتناء ونقل 10 آلاف لتر من مادة الجافال تركيز 48 % في حاويات سعة ألف لتر,https://www.tuneps.tn/portail/consultations/consultationdetails/241251/S20250700239,0
,Commune de Msaken,20250614227,materiels de proprete et de voirie,https://www.tuneps.tn/portail/offres/details/95459/20250614227,0
,Commune de Teboulba,S20250700366,Acquisition d'une voiture de service  utilitaire au profit de commune de téboulba,https://www.tuneps.tn/portail/consultations/consultationdetails/241394/S20250700366,0
,Société d’Exploitation du Canal et des Adductions des Eaux du Nord,S20250605649,Fourniture de consommables informatiques,https://www.tuneps.tn/portail/consultations/consultationdetails/240500/S20250605649,0
,Commune de Sakiet Ezzit,S20250606045,Acquisition de matériels informatique,https://www.tuneps.tn/portail/consultations/consultationdetails/240950/S20250606045,0
,Commune de Sousse,S20250605158,Consultation d'achat de produits des carrières pour Commune de Sousse,https://www.tuneps.tn/portail/consultations/consultationdetails/239966/S20250605158,0
,"Centre de stage, vacance et camping Rimel Bizerte",S20250605810,Achat des climatiseurs au profit du centre de camping et des vacances Rimel Menzel Jemil,https://www.tuneps.tn/portail/consultations/consultationdetails/240684/S20250605810,0
,Commune hassi elfrid,S20250605718,اقتناء جهاز بصمة حضور وانصراف,https://www.tuneps.tn/portail/consultations/consultationdetails/240570/S20250605718,0
,Commissariat régionale des affaires de la femme et de la famille Gabes,S20250605958,اقتناء ملابس جاهزة و أحذية لفائدة الأطفال المكفولين بمركبات الطفولة بولاية قابس,https://www.tuneps.tn/portail/consultations/consultationdetails/240859/S20250605958,0
,Gouvernorat de Jendouba,S20250605731,اقتناء رفوف خشبية لفائدة فوج التدخل للحرس الوطني بجندوبة,https://www.tuneps.tn/portail/consultations/consultationdetails/240583/S20250605731,0
